IND_NAME,DIM_GEO_NAME,IND_CODE,DIM_GEO_CODE,DIM_TIME_YEAR,DIM_1_CODE,VALUE_NUMERIC,VALUE_STRING,VALUE_COMMENTS
Prevalence of obesity among children and adolescents (5–19 years) (%),Austria,NCD_BMI_PLUS2C,AUT,2022,SEX_BTSX,10.566570282,10.6,
Proportion of births attended by skilled health personnel (%),Austria,MDG_0000000025,AUT,2022,,98.0999984741,98.0,Institutional Birth (IB): includes all deliveries that occurred at a health facility. Statistics Austria. Medical and socio-medical characteristics of newborns.Vienna; 2023 (https://www.statistik.at/en/search?L=1&id=582&tx_solr%5Bq%5D=place+of+birth).
Proportion of population using safely-managed drinking-water services (%),Austria,WSH_WATER_SAFELY_MANAGED,AUT,2022,,98.8963165283,99.0,
Proportion of population using safely-managed sanitation services (%),Austria,WSH_SANITATION_SAFELY_MANAGED,AUT,2022,,99.6719818115,100.0,
Proportion of population with primary reliance on clean fuels and technology (%),Austria,PHE_HHAIR_PROP_POP_CLEAN_FUELS,AUT,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Austria,WSH_DOMESTIC_WASTE_SAFELY_TREATED,AUT,2022,,98.2052230835,98.0,
Reported number of people requiring interventions against NTDs,Austria,SDGNTDTREATMENT,AUT,2022,,54.0,54.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Austria,MDG_0000000020,AUT,2022,,4.40000009537,4.4,
Under-five mortality rate (per 1000 live births),Austria,MDG_0000000007,AUT,2022,SEX_BTSX,3.20309090614,3.0,
Adolescent birth rate (per 1000 women),Azerbaijan,MDG_0000000003,AZE,2022,AGEGROUP_YEARS15-19,37.2999992371,37.3,Registration National Statistics
Age-standardized prevalence of obesity among adults (18+ years) (%),Azerbaijan,NCD_BMI_30A,AZE,2022,SEX_BTSX,26.5488796234,26.5,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Azerbaijan,M_Est_tob_curr_std,AZE,2022,SEX_BTSX,19.6000003815,19.6,The most recent survey was conducted in 2020. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Azerbaijan,SDGODAWS,AZE,2022,,1.06980001926,1.1,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Azerbaijan,WHS4_100,AZE,2022,,83.0,83.0,
Malaria incidence (per 1000 population at risk),Azerbaijan,MALARIA_EST_INCIDENCE,AZE,2022,,0.0,0.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Azerbaijan,MCV2,AZE,2022,,91.0,91.0,
Neonatal mortality rate (per 1000 live births),Azerbaijan,WHOSIS_000003,AZE,2022,SEX_BTSX,9.08445453644,9.0,
New HIV infections (per 1000 uninfected population),Azerbaijan,SDGHIV,AZE,2022,SEX_BTSX,0.050000000745,0.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Azerbaijan,PCV3,AZE,2022,,83.0,83.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Azerbaijan,NCD_BMI_PLUS2C,AZE,2022,SEX_BTSX,8.60743999481,8.6,
Prevalence of overweight in children under 5 (%),Azerbaijan,NUTOVERWEIGHTPREV,AZE,2022,,10.1000003815,10.1,
Prevalence of stunting in children under 5 (%),Azerbaijan,NUTSTUNTINGPREV,AZE,2022,,13.3000001907,13.3,
Proportion of births attended by skilled health personnel (%),Azerbaijan,MDG_0000000025,AZE,2022,,99.9000015259,100.0,Unclear definition of the cadres included. Statistical Yearbook 2022. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2023.
Proportion of population using safely-managed drinking-water services (%),Azerbaijan,WSH_WATER_SAFELY_MANAGED,AZE,2022,,71.6117019653,72.0,
Proportion of population with primary reliance on clean fuels and technology (%),Azerbaijan,PHE_HHAIR_PROP_POP_CLEAN_FUELS,AZE,2022,,98.5,99.0,
Proportion of safely treated domestic wastewater flows (%),Azerbaijan,WSH_DOMESTIC_WASTE_SAFELY_TREATED,AZE,2022,,41.3396911621,41.0,
Reported number of people requiring interventions against NTDs,Azerbaijan,SDGNTDTREATMENT,AZE,2022,,0.0,0.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Azerbaijan,SDGODA01,AZE,2022,,0.180000007153,0.2,
Tuberculosis incidence (per 100 000 population),Azerbaijan,MDG_0000000020,AZE,2022,,68.0,68.0,
Under-five mortality rate (per 1000 live births),Azerbaijan,MDG_0000000007,AZE,2022,SEX_BTSX,18.0678901672,18.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Bahamas,NCD_BMI_30A,BHS,2022,SEX_BTSX,47.2575416565,47.3,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Bahamas,M_Est_tob_curr_std,BHS,2022,SEX_BTSX,11.3000001907,11.3,The most recent survey was conducted in 2019. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Bahamas,WHS4_100,BHS,2022,,87.0,87.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Bahamas,SDGHPVRECEIVED,BHS,2022,SEX_FMLE,8.0,8.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Bahamas,MCV2,BHS,2022,,65.0,65.0,
Neonatal mortality rate (per 1000 live births),Bahamas,WHOSIS_000003,BHS,2022,SEX_BTSX,7.68617916107,8.0,
New HIV infections (per 1000 uninfected population),Bahamas,SDGHIV,BHS,2022,SEX_BTSX,0.15000000596,0.2,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Bahamas,PCV3,BHS,2022,,79.0,79.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Bahamas,NCD_BMI_PLUS2C,BHS,2022,SEX_BTSX,26.6021595001,26.6,
Proportion of population with primary reliance on clean fuels and technology (%),Bahamas,PHE_HHAIR_PROP_POP_CLEAN_FUELS,BHS,2022,,100.0,100.0,
Reported number of people requiring interventions against NTDs,Bahamas,SDGNTDTREATMENT,BHS,2022,,1.0,1.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Bahamas,MDG_0000000020,BHS,2022,,13.0,13.0,
Under-five mortality rate (per 1000 live births),Bahamas,MDG_0000000007,BHS,2022,SEX_BTSX,12.9070901871,13.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Bahrain,NCD_BMI_30A,BHR,2022,SEX_BTSX,36.1267204285,36.1,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Bahrain,M_Est_tob_curr_std,BHR,2022,SEX_BTSX,15.0,15.0,Tobacco use estimates are not available. Tobacco smoking estimates are substituted for missing tobacco use estimates. The most recent survey was conducted in 2017-19. This is a projection.
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Bahrain,WHS4_100,BHR,2022,,97.0,97.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Bahrain,MCV2,BHR,2022,,99.0,99.0,
Neonatal mortality rate (per 1000 live births),Bahrain,WHOSIS_000003,BHR,2022,SEX_BTSX,2.76548695564,3.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Bahrain,PCV3,BHR,2022,,99.0,99.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Bahrain,NCD_BMI_PLUS2C,BHR,2022,SEX_BTSX,20.1369094849,20.1,
Prevalence of stunting in children under 5 (%),Bahrain,NUTSTUNTINGPREV,BHR,2022,,5.0,5.0,"Most recent input data is before 2000, interpret with caution"
Proportion of population using a hand-washing facility with soap and water (%),Bahrain,WSH_HYGIENE_BASIC,BHR,2022,,100.0,100.0,
Proportion of population using safely-managed drinking-water services (%),Bahrain,WSH_WATER_SAFELY_MANAGED,BHR,2022,,98.9039764404,99.0,
Proportion of population using safely-managed sanitation services (%),Bahrain,WSH_SANITATION_SAFELY_MANAGED,BHR,2022,,92.2287521362,92.0,
Proportion of population with primary reliance on clean fuels and technology (%),Bahrain,PHE_HHAIR_PROP_POP_CLEAN_FUELS,BHR,2022,,100.0,100.0,
Proportion of safely treated domestic wastewater flows (%),Bahrain,WSH_DOMESTIC_WASTE_SAFELY_TREATED,BHR,2022,,93.2716522217,93.0,
Reported number of people requiring interventions against NTDs,Bahrain,SDGNTDTREATMENT,BHR,2022,,1.0,1.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Bahrain,MDG_0000000020,BHR,2022,,15.0,15.0,
Under-five mortality rate (per 1000 live births),Bahrain,MDG_0000000007,BHR,2022,SEX_BTSX,6.5186920166,7.0,
Adolescent birth rate (per 1000 women),Bangladesh,MDG_0000000003,BGD,2022,AGEGROUP_YEARS15-19,68.0,68.0,Bangladesh Sample Vital Registration System
Age-standardized prevalence of obesity among adults (18+ years) (%),Bangladesh,NCD_BMI_30A,BGD,2022,SEX_BTSX,5.30312013626,5.3,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Bangladesh,M_Est_tob_curr_std,BGD,2022,SEX_BTSX,32.9000015259,32.9,The most recent survey was conducted in 2018. This is a projection.
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Bangladesh,SDGODAWS,BGD,2022,,236.715393066,236.7,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Bangladesh,WHS4_100,BGD,2022,,98.0,98.0,
Malaria incidence (per 1000 population at risk),Bangladesh,MALARIA_EST_INCIDENCE,BGD,2022,,1.21694004536,1.2,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Bangladesh,MCV2,BGD,2022,,93.0,93.0,
Neonatal mortality rate (per 1000 live births),Bangladesh,WHOSIS_000003,BGD,2022,SEX_BTSX,17.3581104279,17.0,
New HIV infections (per 1000 uninfected population),Bangladesh,SDGHIV,BGD,2022,SEX_BTSX,0.009999999776,0.0,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Bangladesh,PCV3,BGD,2022,,99.0,99.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Bangladesh,NCD_BMI_PLUS2C,BGD,2022,SEX_BTSX,1.90631997585,1.9,
Prevalence of overweight in children under 5 (%),Bangladesh,NUTOVERWEIGHTPREV,BGD,2022,,2.09999990463,2.1,
Prevalence of stunting in children under 5 (%),Bangladesh,NUTSTUNTINGPREV,BGD,2022,,26.3999996185,26.4,
Prevalence of wasting in children under 5 (%),Bangladesh,NUTRITION_WH_2,BGD,2022,,11.0,11.0,
Proportion of births attended by skilled health personnel (%),Bangladesh,MDG_0000000025,BGD,2022,,69.8000030518,70.0,"Definition includes other cadres that is not in alignment with the standard definition. National Institute of Population Research and Training (NIPORT) and ICF. 2023. Bangladesh Demographic and Health Survey 2022: Key Indicators Report. Dhaka, Bangladesh, and Rockville, Maryland, USA: NIPORT and ICF."
Proportion of population using a hand-washing facility with soap and water (%),Bangladesh,WSH_HYGIENE_BASIC,BGD,2022,,61.7285385132,62.0,
Proportion of population using safely-managed drinking-water services (%),Bangladesh,WSH_WATER_SAFELY_MANAGED,BGD,2022,,59.1092987061,59.0,
Proportion of population using safely-managed sanitation services (%),Bangladesh,WSH_SANITATION_SAFELY_MANAGED,BGD,2022,,30.976190567,31.0,
Proportion of population with primary reliance on clean fuels and technology (%),Bangladesh,PHE_HHAIR_PROP_POP_CLEAN_FUELS,BGD,2022,,28.0,28.0,
Proportion of safely treated domestic wastewater flows (%),Bangladesh,WSH_DOMESTIC_WASTE_SAFELY_TREATED,BGD,2022,,17.5205307007,18.0,
Reported number of people requiring interventions against NTDs,Bangladesh,SDGNTDTREATMENT,BGD,2022,,53874744.0,53874744.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Bangladesh,SDGODA01,BGD,2022,,4.21000003815,4.2,
Tuberculosis incidence (per 100 000 population),Bangladesh,MDG_0000000020,BGD,2022,,221.0,221.0,
Under-five mortality rate (per 1000 live births),Bangladesh,MDG_0000000007,BGD,2022,SEX_BTSX,28.7751598358,29.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Barbados,NCD_BMI_30A,BRB,2022,SEX_BTSX,38.0247993469,38.0,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Barbados,M_Est_tob_curr_std,BRB,2022,SEX_BTSX,7.0,7.0,The most recent survey was conducted in 2011-12. This is a projection.
Density of medical doctors (per 10 000 population) ,Barbados,HWF_0001,BRB,2022,,29.6520004272,29.7,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Barbados,WHS4_100,BRB,2022,,86.0,86.0,
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Barbados,SDGHPVRECEIVED,BRB,2022,SEX_FMLE,15.0,15.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Barbados,MCV2,BRB,2022,,73.0,73.0,
Neonatal mortality rate (per 1000 live births),Barbados,WHOSIS_000003,BRB,2022,SEX_BTSX,7.12263298035,7.0,
New HIV infections (per 1000 uninfected population),Barbados,SDGHIV,BRB,2022,SEX_BTSX,0.209999993443,0.2,
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Barbados,PCV3,BRB,2022,,87.0,87.0,
Prevalence of obesity among children and adolescents (5–19 years) (%),Barbados,NCD_BMI_PLUS2C,BRB,2022,SEX_BTSX,22.950460434,23.0,
Prevalence of overweight in children under 5 (%),Barbados,NUTOVERWEIGHTPREV,BRB,2022,,12.5,12.5,
Prevalence of stunting in children under 5 (%),Barbados,NUTSTUNTINGPREV,BRB,2022,,6.0,6.0,
Proportion of population with primary reliance on clean fuels and technology (%),Barbados,PHE_HHAIR_PROP_POP_CLEAN_FUELS,BRB,2022,,100.0,100.0,
Reported number of people requiring interventions against NTDs,Barbados,SDGNTDTREATMENT,BRB,2022,,340.0,340.0,Aggregation across diseases
Tuberculosis incidence (per 100 000 population),Barbados,MDG_0000000020,BRB,2022,,0.879999995232,0.9,
Under-five mortality rate (per 1000 live births),Barbados,MDG_0000000007,BRB,2022,SEX_BTSX,10.8713502884,11.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Belarus,NCD_BMI_30A,BLR,2022,SEX_BTSX,21.3746204376,21.4,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Belarus,M_Est_tob_curr_std,BLR,2022,SEX_BTSX,30.1000003815,30.1,
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Belarus,SDGODAWS,BLR,2022,,0.09279999882,0.1,
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Belarus,WHS4_100,BLR,2022,,98.0,98.0,
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Belarus,MCV2,BLR,2022,,98.0,98.0,
Neonatal mortality rate (per 1000 live births),Belarus,WHOSIS_000003,BLR,2022,SEX_BTSX,0.812464594841,1.0,
New HIV infections (per 1000 uninfected population),Belarus,SDGHIV,BLR,2022,SEX_BTSX,0.109999999404,0.1,
Prevalence of obesity among children and adolescents (5–19 years) (%),Belarus,NCD_BMI_PLUS2C,BLR,2022,SEX_BTSX,7.9483499527,7.9,
Prevalence of overweight in children under 5 (%),Belarus,NUTOVERWEIGHTPREV,BLR,2022,,5.30000019073,5.3,
Prevalence of stunting in children under 5 (%),Belarus,NUTSTUNTINGPREV,BLR,2022,,3.59999990463,3.6,
Proportion of births attended by skilled health personnel (%),Belarus,MDG_0000000025,BLR,2022,,99.9000015259,100.0,"Unclear definition of the cadres included. National platform for reporting indicators of Sustainable Development Goals. http://sdgplatform.belstat.gov.by/datasets/3.1.2, last accessed 6/12/2023"
Proportion of population using safely-managed drinking-water services (%),Belarus,WSH_WATER_SAFELY_MANAGED,BLR,2022,,93.0997619629,93.0,
Proportion of population using safely-managed sanitation services (%),Belarus,WSH_SANITATION_SAFELY_MANAGED,BLR,2022,,75.0357666016,75.0,
Proportion of population with primary reliance on clean fuels and technology (%),Belarus,PHE_HHAIR_PROP_POP_CLEAN_FUELS,BLR,2022,,99.6999969482,100.0,
Proportion of safely treated domestic wastewater flows (%),Belarus,WSH_DOMESTIC_WASTE_SAFELY_TREATED,BLR,2022,,80.3144302368,80.0,
Reported number of people requiring interventions against NTDs,Belarus,SDGNTDTREATMENT,BLR,2022,,0.0,0.0,Aggregation across diseases
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Belarus,SDGODA01,BLR,2022,,0.129999995232,0.1,
Tuberculosis incidence (per 100 000 population),Belarus,MDG_0000000020,BLR,2022,,28.0,28.0,
Under-five mortality rate (per 1000 live births),Belarus,MDG_0000000007,BLR,2022,SEX_BTSX,2.57421898842,3.0,
Age-standardized prevalence of obesity among adults (18+ years) (%),Belgium,NCD_BMI_30A,BEL,2022,SEX_BTSX,20.0253696442,20.0,
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Belgium,M_Est_tob_curr_std,BEL,2022,SEX_BTSX,26.7000007629,26.7,The most recent survey was conducted in 2021. This is a projection.
Density of dentists (per 10 000 population) ,Belgium,HWF_0010,BEL,2022,,11.6059999466,11.6,"Includes Dentists licensed to practice. Source: OECD Health Statistics, Dataset: Health Care Resources, Accessed on August 8th 2023"
Density of medical doctors (per 10 000 population) ,Belgium,HWF_0001,BEL,2022,,63.9319992065,63.9,
Density of nursing and midwifery personnel (per 10 000 population) ,Belgium,HWF_0006,BEL,2022,,208.93699646,208.9,
